% Query:
% SELECT li.name as alg_name, d.name as dataset, e.eid as id, p1.value as param5
% FROM
% dataset d,
% data_property_value dp,
% experiment e,
% learner_application la,
% learner_implementation li,
% learner_parameter_value p1
% WHERE d.did = dp.did and dp.dpid = 9 and dp.value >= 5000 and
% d.did = e.did and la.laid = e.laid and la.liid = li.liid and p1.lpid = 67 and p1.laid = la.laid and
% li.name = "weka.J48"

alg_name,dataset,id,param5
weka.J48,nursery,269227,3
weka.J48,nursery,269228,6
weka.J48,nursery,269229,9
weka.J48,nursery,269230,10
weka.J48,nursery,269233,8
weka.J48,nursery,269236,4
weka.J48,nursery,269237,3
weka.J48,nursery,269241,10
weka.J48,nursery,269243,3
weka.J48,nursery,269248,7
weka.J48,nursery,269249,3
weka.J48,nursery,269250,10
weka.J48,nursery,269251,2
weka.J48,nursery,269253,10
weka.J48,nursery,269254,3
weka.J48,nursery,269256,2
weka.J48,nursery,269257,9
weka.J48,nursery,269259,3
weka.J48,nursery,269260,6
weka.J48,nursery,269266,6
weka.J48,nursery,269267,9
weka.J48,nursery,269268,6
weka.J48,nursery,269269,5
weka.J48,nursery,269270,10
weka.J48,nursery,269271,7
weka.J48,nursery,269272,4
weka.J48,nursery,269274,7
weka.J48,nursery,269276,6
weka.J48,nursery,269277,4
weka.J48,nursery,269280,7
weka.J48,nursery,269281,3
weka.J48,nursery,269284,4
weka.J48,nursery,269285,10
weka.J48,nursery,269286,6
weka.J48,nursery,269288,10
weka.J48,nursery,269289,9
weka.J48,nursery,269291,10
weka.J48,nursery,269297,10
weka.J48,nursery,269301,7
weka.J48,nursery,269302,6
weka.J48,nursery,269303,7
weka.J48,nursery,269304,5
weka.J48,nursery,269305,10
weka.J48,nursery,269307,7
weka.J48,nursery,269309,10
weka.J48,nursery,269314,9
weka.J48,nursery,269315,4
weka.J48,nursery,269316,10
weka.J48,nursery,269319,6
weka.J48,nursery,269320,7
weka.J48,nursery,269321,5
weka.J48,nursery,269322,3
weka.J48,nursery,269323,5
weka.J48,nursery,269325,10
weka.J48,nursery,269328,7
weka.J48,nursery,269333,10
weka.J48,nursery,269334,4
weka.J48,nursery,269335,8
weka.J48,nursery,269336,7
weka.J48,nursery,269338,7
weka.J48,nursery,269340,6
weka.J48,nursery,269342,5
weka.J48,nursery,269343,9
weka.J48,nursery,269345,10
weka.J48,nursery,269347,2
weka.J48,nursery,269348,5
weka.J48,nursery,269349,10
weka.J48,nursery,269350,3
weka.J48,nursery,269352,7
weka.J48,nursery,269355,8
weka.J48,nursery,269356,6
weka.J48,nursery,269357,7
weka.J48,nursery,269358,7
weka.J48,nursery,269359,5
weka.J48,nursery,269362,7
weka.J48,nursery,269366,3
weka.J48,nursery,269373,10
weka.J48,nursery,269374,5
weka.J48,nursery,269375,10
weka.J48,nursery,269377,9
weka.J48,nursery,269378,9
weka.J48,nursery,269379,7
weka.J48,nursery,269380,3
weka.J48,nursery,269382,7
weka.J48,nursery,269385,8
weka.J48,nursery,269388,10
weka.J48,nursery,269392,9
weka.J48,nursery,269395,2
weka.J48,nursery,269396,10
weka.J48,nursery,269397,9
weka.J48,nursery,269399,10
weka.J48,nursery,269405,5
weka.J48,nursery,269406,10
weka.J48,nursery,269407,6
weka.J48,nursery,269409,10
weka.J48,nursery,269410,10
weka.J48,nursery,269411,2
weka.J48,nursery,269412,4
weka.J48,nursery,269413,5
weka.J48,nursery,269416,5
weka.J48,nursery,269420,2
weka.J48,nursery,269421,6
weka.J48,nursery,269424,2
weka.J48,nursery,269425,8
weka.J48,nursery,269426,10
weka.J48,nursery,269428,3
weka.J48,nursery,269430,4
weka.J48,nursery,269432,8
weka.J48,nursery,269433,5
weka.J48,nursery,269435,5
weka.J48,nursery,269436,5
weka.J48,nursery,269437,3
weka.J48,nursery,269439,5
weka.J48,nursery,269445,4
weka.J48,nursery,269448,3
weka.J48,nursery,269449,3
weka.J48,nursery,269451,8
weka.J48,nursery,269452,8
weka.J48,nursery,269454,8
weka.J48,nursery,269457,7
weka.J48,nursery,269459,3
weka.J48,nursery,269460,7
weka.J48,nursery,269465,7
weka.J48,nursery,269467,9
weka.J48,nursery,269470,6
weka.J48,nursery,269471,9
weka.J48,nursery,269474,2
weka.J48,nursery,269475,8
weka.J48,nursery,269476,7
weka.J48,nursery,269477,7
weka.J48,nursery,269479,3
weka.J48,nursery,269483,4
weka.J48,nursery,269484,4
weka.J48,nursery,269486,6
weka.J48,nursery,269487,9
weka.J48,nursery,269494,2
weka.J48,nursery,269495,3
weka.J48,nursery,269499,9
weka.J48,nursery,269501,7
weka.J48,nursery,269502,5
weka.J48,nursery,269504,7
weka.J48,nursery,269505,4
weka.J48,nursery,269507,3
weka.J48,nursery,269508,8
weka.J48,nursery,269512,4
weka.J48,adult,292079,2
weka.J48,covertype,292725,2
weka.J48,optdigits,270172,4
weka.J48,optdigits,270173,7
weka.J48,optdigits,270176,2
weka.J48,optdigits,270179,6
weka.J48,optdigits,270182,10
weka.J48,optdigits,270185,8
weka.J48,optdigits,270187,7
weka.J48,optdigits,270191,7
weka.J48,optdigits,270193,3
weka.J48,optdigits,270194,3
weka.J48,optdigits,270195,6
weka.J48,optdigits,270198,10
weka.J48,optdigits,270207,7
weka.J48,optdigits,270212,3
weka.J48,optdigits,270219,6
weka.J48,optdigits,270222,9
weka.J48,optdigits,270223,8
weka.J48,optdigits,270224,3
weka.J48,optdigits,270232,7
weka.J48,optdigits,270233,8
weka.J48,optdigits,270236,4
weka.J48,optdigits,270244,9
weka.J48,optdigits,270248,10
weka.J48,optdigits,270258,3
weka.J48,optdigits,270259,10
weka.J48,optdigits,270269,9
weka.J48,optdigits,270271,6
weka.J48,optdigits,270272,5
weka.J48,optdigits,270278,5
weka.J48,optdigits,270280,8
weka.J48,optdigits,270283,6
weka.J48,optdigits,270284,4
weka.J48,optdigits,270291,7
weka.J48,optdigits,270293,10
weka.J48,optdigits,270297,10
weka.J48,optdigits,270298,8
weka.J48,optdigits,270301,10
weka.J48,optdigits,270302,10
weka.J48,optdigits,270305,2
weka.J48,optdigits,270311,2
weka.J48,optdigits,270316,6
weka.J48,optdigits,270317,8
weka.J48,optdigits,270318,7
weka.J48,optdigits,270319,7
weka.J48,optdigits,270321,6
weka.J48,optdigits,270325,4
weka.J48,optdigits,270326,7
weka.J48,optdigits,270327,10
weka.J48,optdigits,270328,2
weka.J48,optdigits,270331,2
weka.J48,optdigits,270333,4
weka.J48,optdigits,270339,9
weka.J48,optdigits,270340,9
weka.J48,optdigits,270342,10
weka.J48,optdigits,270343,10
weka.J48,optdigits,270344,5
weka.J48,optdigits,270348,7
weka.J48,optdigits,270351,7
weka.J48,optdigits,270353,10
weka.J48,optdigits,270354,8
weka.J48,optdigits,270355,5
weka.J48,optdigits,270360,10
weka.J48,optdigits,270361,10
weka.J48,optdigits,270362,4
weka.J48,optdigits,270363,10
weka.J48,optdigits,270364,4
weka.J48,optdigits,270370,7
weka.J48,optdigits,270371,8
weka.J48,optdigits,270373,3
weka.J48,optdigits,270374,10
weka.J48,optdigits,270376,2
weka.J48,optdigits,270379,3
weka.J48,optdigits,270380,2
weka.J48,optdigits,270382,3
weka.J48,optdigits,270384,2
weka.J48,optdigits,270387,2
weka.J48,optdigits,270389,3
weka.J48,optdigits,270390,9
weka.J48,optdigits,270392,7
weka.J48,optdigits,270393,8
weka.J48,optdigits,270396,5
weka.J48,optdigits,270397,8
weka.J48,optdigits,270405,9
weka.J48,optdigits,270407,9
weka.J48,optdigits,270408,5
weka.J48,optdigits,270410,9
weka.J48,optdigits,270412,4
weka.J48,optdigits,270418,3
weka.J48,optdigits,270420,2
weka.J48,optdigits,270425,9
weka.J48,optdigits,270426,4
weka.J48,optdigits,270431,4
weka.J48,optdigits,270432,7
weka.J48,optdigits,270433,6
weka.J48,optdigits,270438,9
weka.J48,optdigits,270439,10
weka.J48,optdigits,270441,8
weka.J48,optdigits,270442,8
weka.J48,optdigits,270444,3
weka.J48,optdigits,270448,4
weka.J48,optdigits,270450,4
weka.J48,optdigits,270451,7
weka.J48,optdigits,270454,10
weka.J48,optdigits,270459,9
weka.J48,optdigits,270461,7
weka.J48,optdigits,270466,6
weka.J48,optdigits,270467,2
weka.J48,optdigits,270468,2
weka.J48,optdigits,270475,5
weka.J48,optdigits,270477,7
weka.J48,optdigits,270481,2
weka.J48,optdigits,270487,3
weka.J48,optdigits,270488,10
weka.J48,optdigits,270490,7
weka.J48,optdigits,270493,9
weka.J48,optdigits,270494,7
weka.J48,optdigits,270495,8
weka.J48,optdigits,270496,4
weka.J48,optdigits,270497,5
weka.J48,optdigits,270498,7
weka.J48,optdigits,270499,2
weka.J48,optdigits,270503,6
weka.J48,optdigits,270505,5
weka.J48,optdigits,270509,6
weka.J48,optdigits,270510,2
weka.J48,optdigits,270514,8
weka.J48,optdigits,270515,8
weka.J48,optdigits,270516,8
weka.J48,optdigits,270517,5
weka.J48,optdigits,270518,8
weka.J48,optdigits,270519,8
weka.J48,optdigits,270520,5
weka.J48,optdigits,270530,4
weka.J48,optdigits,270532,2
weka.J48,optdigits,270536,5
weka.J48,optdigits,270537,3
weka.J48,optdigits,270538,9
weka.J48,optdigits,270541,6
weka.J48,optdigits,270542,3
weka.J48,optdigits,270545,6
weka.J48,optdigits,270546,10
weka.J48,optdigits,270547,7
weka.J48,optdigits,270548,7
weka.J48,optdigits,270556,6
weka.J48,optdigits,270557,3
weka.J48,optdigits,270558,10
weka.J48,optdigits,270559,6
weka.J48,optdigits,270569,10
weka.J48,optdigits,270576,8
weka.J48,optdigits,270577,2
weka.J48,optdigits,270580,9
weka.J48,optdigits,270583,3
weka.J48,optdigits,270588,5
weka.J48,optdigits,270593,3
weka.J48,optdigits,270595,8
weka.J48,optdigits,270598,10
weka.J48,optdigits,270599,5
weka.J48,optdigits,270601,10
weka.J48,optdigits,270605,6
weka.J48,optdigits,270607,7
weka.J48,optdigits,270608,3
weka.J48,optdigits,270610,3
weka.J48,optdigits,270611,5
weka.J48,optdigits,270614,10
weka.J48,optdigits,270617,5
weka.J48,optdigits,270620,8
weka.J48,optdigits,270622,5
weka.J48,optdigits,270623,9
weka.J48,optdigits,270624,10
weka.J48,optdigits,270625,8
weka.J48,optdigits,270627,3
weka.J48,optdigits,270629,6
weka.J48,optdigits,270632,10
weka.J48,optdigits,270639,6
weka.J48,optdigits,270640,3
weka.J48,optdigits,270641,10
weka.J48,optdigits,270642,6
weka.J48,optdigits,270643,8
weka.J48,optdigits,270644,7
weka.J48,optdigits,270646,4
weka.J48,optdigits,270648,8
weka.J48,optdigits,270656,6
weka.J48,optdigits,270657,7
weka.J48,optdigits,270660,2
weka.J48,optdigits,270661,6
weka.J48,adult,292245,6
weka.J48,optdigits,270663,8
weka.J48,optdigits,270664,4
weka.J48,optdigits,270666,8
weka.J48,optdigits,270668,5
weka.J48,optdigits,270670,10
weka.J48,optdigits,270672,9
weka.J48,optdigits,270674,3
weka.J48,optdigits,270677,9
weka.J48,optdigits,270679,2
weka.J48,optdigits,270680,6
weka.J48,optdigits,270683,10
weka.J48,optdigits,270687,2
weka.J48,optdigits,270688,6
weka.J48,optdigits,270692,5
weka.J48,optdigits,270696,9
weka.J48,optdigits,270698,3
weka.J48,optdigits,270700,9
weka.J48,optdigits,270701,4
weka.J48,optdigits,270704,6
weka.J48,optdigits,270705,2
weka.J48,optdigits,270706,2
weka.J48,optdigits,270708,5
weka.J48,optdigits,270709,2
weka.J48,optdigits,270710,8
weka.J48,optdigits,270718,8
weka.J48,optdigits,270719,5
weka.J48,optdigits,270720,5
weka.J48,optdigits,270722,2
weka.J48,optdigits,270725,3
weka.J48,optdigits,270726,8
weka.J48,optdigits,270727,10
weka.J48,optdigits,270729,6
weka.J48,optdigits,270731,4
weka.J48,optdigits,270735,5
weka.J48,optdigits,270739,10
weka.J48,optdigits,270740,2
weka.J48,optdigits,270742,6
weka.J48,optdigits,270744,2
weka.J48,optdigits,270745,3
weka.J48,optdigits,270746,8
weka.J48,optdigits,270747,6
weka.J48,optdigits,270748,5
weka.J48,optdigits,270749,8
weka.J48,optdigits,270750,2
weka.J48,optdigits,270751,7
weka.J48,optdigits,270754,2
weka.J48,optdigits,270757,10
weka.J48,optdigits,270759,2
weka.J48,optdigits,270763,7
weka.J48,optdigits,270764,5
weka.J48,optdigits,270766,2
weka.J48,optdigits,270768,5
weka.J48,optdigits,270769,7
weka.J48,optdigits,270770,7
weka.J48,optdigits,270779,4
weka.J48,optdigits,270780,5
weka.J48,optdigits,270781,2
weka.J48,optdigits,270782,4
weka.J48,optdigits,270783,7
weka.J48,optdigits,270784,4
weka.J48,optdigits,270786,8
weka.J48,optdigits,270791,8
weka.J48,optdigits,270792,3
weka.J48,optdigits,270794,5
weka.J48,optdigits,270796,3
weka.J48,optdigits,270797,4
weka.J48,optdigits,270798,8
weka.J48,optdigits,270799,8
weka.J48,optdigits,270800,8
weka.J48,optdigits,270803,10
weka.J48,optdigits,270805,6
weka.J48,optdigits,270806,4
weka.J48,optdigits,270807,8
weka.J48,optdigits,270810,2
weka.J48,optdigits,270811,10
weka.J48,optdigits,270814,3
weka.J48,optdigits,270816,4
weka.J48,optdigits,270817,10
weka.J48,optdigits,270818,4
weka.J48,optdigits,270821,9
weka.J48,optdigits,270824,3
weka.J48,optdigits,270825,10
weka.J48,kropt,294055,3
weka.J48,satimage,294289,3
weka.J48,page-blocks,271563,10
weka.J48,page-blocks,271568,3
weka.J48,page-blocks,271573,6
weka.J48,page-blocks,271585,3
weka.J48,page-blocks,271602,8
weka.J48,page-blocks,271603,4
weka.J48,page-blocks,271605,10
weka.J48,page-blocks,271608,7
weka.J48,page-blocks,271611,6
weka.J48,page-blocks,271615,6
weka.J48,page-blocks,271618,5
weka.J48,page-blocks,271620,4
weka.J48,page-blocks,271621,6
weka.J48,page-blocks,271625,9
weka.J48,page-blocks,271628,6
weka.J48,page-blocks,271637,10
weka.J48,page-blocks,271638,2
weka.J48,page-blocks,271640,4
weka.J48,page-blocks,271645,9
weka.J48,page-blocks,271648,9
weka.J48,page-blocks,271652,7
weka.J48,page-blocks,271653,3
weka.J48,page-blocks,271658,2
weka.J48,page-blocks,271660,8
weka.J48,page-blocks,271661,4
weka.J48,page-blocks,271662,3
weka.J48,page-blocks,271664,2
weka.J48,page-blocks,271665,4
weka.J48,page-blocks,271668,2
weka.J48,page-blocks,271674,7
weka.J48,page-blocks,271675,9
weka.J48,page-blocks,271677,8
weka.J48,page-blocks,271680,5
weka.J48,page-blocks,271681,2
weka.J48,page-blocks,271685,3
weka.J48,page-blocks,271687,6
weka.J48,page-blocks,271688,5
weka.J48,page-blocks,271699,5
weka.J48,page-blocks,271700,8
weka.J48,page-blocks,271702,4
weka.J48,page-blocks,271706,2
weka.J48,page-blocks,271709,4
weka.J48,page-blocks,271710,5
weka.J48,page-blocks,271711,10
weka.J48,page-blocks,271714,6
weka.J48,page-blocks,271715,4
weka.J48,page-blocks,271723,7
weka.J48,page-blocks,271725,4
weka.J48,page-blocks,271727,4
weka.J48,page-blocks,271731,2
weka.J48,page-blocks,271735,8
weka.J48,page-blocks,271742,5
weka.J48,page-blocks,271744,7
weka.J48,page-blocks,271747,4
weka.J48,page-blocks,271753,4
weka.J48,page-blocks,271755,10
weka.J48,page-blocks,271756,6
weka.J48,page-blocks,271758,6
weka.J48,page-blocks,271763,8
weka.J48,page-blocks,271764,5
weka.J48,page-blocks,271770,10
weka.J48,page-blocks,271771,4
weka.J48,page-blocks,271772,5
weka.J48,page-blocks,271773,9
weka.J48,page-blocks,271778,3
weka.J48,page-blocks,271779,10
weka.J48,page-blocks,271780,2
weka.J48,page-blocks,271781,10
weka.J48,page-blocks,271786,7
weka.J48,page-blocks,271789,2
weka.J48,page-blocks,271791,5
weka.J48,page-blocks,271796,6
weka.J48,page-blocks,271800,7
weka.J48,page-blocks,271801,2
weka.J48,page-blocks,271804,6
weka.J48,page-blocks,271807,7
weka.J48,page-blocks,271809,8
weka.J48,page-blocks,271814,2
weka.J48,page-blocks,271815,2
weka.J48,page-blocks,271817,8
weka.J48,page-blocks,271827,10
weka.J48,page-blocks,271833,3
weka.J48,page-blocks,271837,8
weka.J48,page-blocks,271839,2
weka.J48,page-blocks,271841,2
weka.J48,page-blocks,271842,9
weka.J48,page-blocks,271843,10
weka.J48,page-blocks,271853,8
weka.J48,page-blocks,271854,5
weka.J48,page-blocks,271857,4
weka.J48,page-blocks,271860,7
weka.J48,page-blocks,271861,9
weka.J48,page-blocks,271867,9
weka.J48,page-blocks,271868,3
weka.J48,page-blocks,271876,9
weka.J48,page-blocks,271882,3
weka.J48,page-blocks,271883,5
weka.J48,page-blocks,271887,9
weka.J48,page-blocks,271888,4
weka.J48,page-blocks,271889,9
weka.J48,page-blocks,271893,9
weka.J48,page-blocks,271894,4
weka.J48,page-blocks,271900,3
weka.J48,page-blocks,271903,5
weka.J48,page-blocks,271907,6
weka.J48,page-blocks,271914,3
weka.J48,page-blocks,271915,5
weka.J48,page-blocks,271917,3
weka.J48,page-blocks,271918,3
weka.J48,page-blocks,271921,6
weka.J48,page-blocks,271924,9
weka.J48,page-blocks,271926,4
weka.J48,page-blocks,271927,10
weka.J48,page-blocks,271928,10
weka.J48,page-blocks,271929,2
weka.J48,page-blocks,271939,8
weka.J48,page-blocks,271941,6
weka.J48,page-blocks,271943,7
weka.J48,page-blocks,271945,4
weka.J48,page-blocks,271948,2
weka.J48,page-blocks,271950,4
weka.J48,page-blocks,271951,5
weka.J48,page-blocks,271952,6
weka.J48,page-blocks,271953,9
weka.J48,page-blocks,271955,5
weka.J48,page-blocks,271958,6
weka.J48,page-blocks,271960,6
weka.J48,page-blocks,271965,8
weka.J48,page-blocks,271966,9
weka.J48,page-blocks,271968,2
weka.J48,page-blocks,271969,4
weka.J48,page-blocks,271970,4
weka.J48,page-blocks,271972,3
weka.J48,page-blocks,271974,9
weka.J48,page-blocks,271975,4
weka.J48,page-blocks,271976,3
weka.J48,page-blocks,271980,5
weka.J48,page-blocks,271981,10
weka.J48,page-blocks,271982,10
weka.J48,page-blocks,271983,2
weka.J48,page-blocks,271984,6
weka.J48,page-blocks,271985,9
weka.J48,page-blocks,271988,9
weka.J48,page-blocks,271989,10
weka.J48,page-blocks,271991,10
weka.J48,page-blocks,271993,6
weka.J48,page-blocks,271997,4
weka.J48,page-blocks,272002,2
weka.J48,page-blocks,272003,4
weka.J48,page-blocks,272004,10
weka.J48,page-blocks,272005,4
weka.J48,page-blocks,272008,10
weka.J48,page-blocks,272009,4
weka.J48,page-blocks,272010,5
weka.J48,page-blocks,272012,7
weka.J48,page-blocks,272013,10
weka.J48,page-blocks,272014,6
weka.J48,page-blocks,272015,10
weka.J48,page-blocks,272021,5
weka.J48,page-blocks,272022,6
weka.J48,page-blocks,272023,5
weka.J48,page-blocks,272024,6
weka.J48,page-blocks,272025,6
weka.J48,page-blocks,272026,6
weka.J48,page-blocks,272027,10
weka.J48,page-blocks,272033,9
weka.J48,page-blocks,272035,3
weka.J48,page-blocks,272036,9
weka.J48,page-blocks,272039,4
weka.J48,page-blocks,272044,5
weka.J48,page-blocks,272052,3
weka.J48,page-blocks,272054,4
weka.J48,page-blocks,272055,7
weka.J48,page-blocks,272056,10
weka.J48,page-blocks,272058,4
weka.J48,page-blocks,272059,3
weka.J48,page-blocks,272060,9
weka.J48,page-blocks,272061,2
weka.J48,page-blocks,272064,6
weka.J48,page-blocks,272065,9
weka.J48,page-blocks,272066,2
weka.J48,page-blocks,272069,6
weka.J48,page-blocks,272071,10
weka.J48,page-blocks,272072,3
weka.J48,page-blocks,272074,6
weka.J48,page-blocks,272075,8
weka.J48,page-blocks,272077,3
weka.J48,page-blocks,272079,2
weka.J48,page-blocks,272080,10
weka.J48,page-blocks,272081,7
weka.J48,page-blocks,272083,7
weka.J48,page-blocks,272084,2
weka.J48,page-blocks,272087,9
weka.J48,page-blocks,272090,6
weka.J48,page-blocks,272095,4
weka.J48,page-blocks,272098,4
weka.J48,page-blocks,272100,3
weka.J48,page-blocks,272103,3
weka.J48,page-blocks,272104,6
weka.J48,page-blocks,272105,5
weka.J48,page-blocks,272106,5
weka.J48,page-blocks,272108,7
weka.J48,page-blocks,272111,5
weka.J48,page-blocks,272112,2
weka.J48,page-blocks,272114,10
weka.J48,page-blocks,272115,4
weka.J48,page-blocks,272116,2
weka.J48,page-blocks,272118,4
weka.J48,page-blocks,272124,7
weka.J48,page-blocks,272125,6
weka.J48,page-blocks,272126,6
weka.J48,page-blocks,272127,6
weka.J48,page-blocks,272128,3
weka.J48,page-blocks,272131,10
weka.J48,page-blocks,272133,2
weka.J48,page-blocks,272134,10
weka.J48,page-blocks,272136,5
weka.J48,page-blocks,272139,3
weka.J48,page-blocks,272140,2
weka.J48,page-blocks,272141,9
weka.J48,page-blocks,272142,2
weka.J48,page-blocks,272144,3
weka.J48,page-blocks,272145,6
weka.J48,page-blocks,272148,3
weka.J48,page-blocks,272149,7
weka.J48,page-blocks,272157,8
weka.J48,page-blocks,272158,2
weka.J48,page-blocks,272162,7
weka.J48,page-blocks,272164,7
weka.J48,page-blocks,272165,10
weka.J48,page-blocks,272167,4
weka.J48,page-blocks,272171,10
weka.J48,page-blocks,272172,4
weka.J48,page-blocks,272177,7
weka.J48,page-blocks,272180,4
weka.J48,page-blocks,272181,10
weka.J48,page-blocks,272184,3
weka.J48,kropt,293896,4
weka.J48,pendigits,272838,10
weka.J48,pendigits,272844,3
weka.J48,pendigits,272845,4
weka.J48,pendigits,272851,9
weka.J48,pendigits,272854,6
weka.J48,pendigits,272855,7
weka.J48,pendigits,272857,7
weka.J48,pendigits,272863,6
weka.J48,pendigits,272864,3
weka.J48,pendigits,272868,7
weka.J48,pendigits,272869,9
weka.J48,pendigits,272873,2
weka.J48,pendigits,272874,2
weka.J48,pendigits,272882,4
weka.J48,pendigits,272884,10
weka.J48,pendigits,272885,6
weka.J48,pendigits,272888,8
weka.J48,pendigits,272899,6
weka.J48,pendigits,272906,9
weka.J48,pendigits,272908,2
weka.J48,pendigits,272909,4
weka.J48,pendigits,272916,10
weka.J48,pendigits,272921,5
weka.J48,pendigits,272925,7
weka.J48,pendigits,272926,8
weka.J48,pendigits,272935,7
weka.J48,pendigits,272937,9
weka.J48,pendigits,272940,7
weka.J48,pendigits,272941,3
weka.J48,pendigits,272943,7
weka.J48,pendigits,272944,8
weka.J48,pendigits,272945,5
weka.J48,pendigits,272956,2
weka.J48,pendigits,272964,7
weka.J48,pendigits,272980,4
weka.J48,pendigits,272984,9
weka.J48,pendigits,272985,5
weka.J48,pendigits,272988,9
weka.J48,pendigits,272989,10
weka.J48,pendigits,272992,10
weka.J48,pendigits,273001,3
weka.J48,pendigits,273002,2
weka.J48,pendigits,273005,6
weka.J48,pendigits,273006,9
weka.J48,pendigits,273007,9
weka.J48,pendigits,273012,10
weka.J48,pendigits,273018,8
weka.J48,pendigits,273021,5
weka.J48,pendigits,273023,2
weka.J48,pendigits,273027,3
weka.J48,pendigits,273028,8
weka.J48,pendigits,273030,9
weka.J48,pendigits,273034,5
weka.J48,pendigits,273035,8
weka.J48,pendigits,273039,7
weka.J48,pendigits,273040,6
weka.J48,pendigits,273041,7
weka.J48,pendigits,273045,7
weka.J48,pendigits,273049,7
weka.J48,pendigits,273050,10
weka.J48,pendigits,273052,4
weka.J48,pendigits,273053,10
weka.J48,pendigits,273054,7
weka.J48,pendigits,273056,9
weka.J48,pendigits,273057,6
weka.J48,pendigits,273059,10
weka.J48,pendigits,273060,7
weka.J48,pendigits,273067,9
weka.J48,pendigits,273075,10
weka.J48,pendigits,273076,10
weka.J48,pendigits,273077,6
weka.J48,pendigits,273080,3
weka.J48,pendigits,273082,4
weka.J48,pendigits,273083,8
weka.J48,pendigits,273085,8
weka.J48,pendigits,273089,2
weka.J48,pendigits,273091,4
weka.J48,pendigits,273095,6
weka.J48,pendigits,273096,5
weka.J48,pendigits,273098,6
weka.J48,pendigits,273100,10
weka.J48,pendigits,273102,6
weka.J48,pendigits,273103,2
weka.J48,pendigits,273106,2
weka.J48,pendigits,273107,8
weka.J48,pendigits,273108,5
weka.J48,pendigits,273109,9
weka.J48,pendigits,273114,8
weka.J48,pendigits,273116,3
weka.J48,pendigits,273118,10
weka.J48,pendigits,273122,9
weka.J48,pendigits,273124,3
weka.J48,pendigits,273128,2
weka.J48,pendigits,273132,7
weka.J48,pendigits,273135,2
weka.J48,pendigits,273140,7
weka.J48,pendigits,273141,4
weka.J48,pendigits,273144,4
weka.J48,pendigits,273151,3
weka.J48,pendigits,273154,2
weka.J48,pendigits,273156,8
weka.J48,pendigits,273159,2
weka.J48,pendigits,273160,4
weka.J48,pendigits,273161,8
weka.J48,pendigits,273162,4
weka.J48,pendigits,273164,3
weka.J48,pendigits,273165,10
weka.J48,pendigits,273168,2
weka.J48,pendigits,273170,2
weka.J48,covertype,292444,2
weka.J48,satimage,294482,2
weka.J48,pendigits,273172,9
weka.J48,pendigits,273182,6
weka.J48,pendigits,273187,6
weka.J48,pendigits,273192,6
weka.J48,pendigits,273193,5
weka.J48,pendigits,273195,10
weka.J48,pendigits,273197,9
weka.J48,pendigits,273198,9
weka.J48,pendigits,273199,2
weka.J48,pendigits,273200,3
weka.J48,pendigits,273201,5
weka.J48,pendigits,273202,9
weka.J48,pendigits,273203,5
weka.J48,pendigits,273204,3
weka.J48,pendigits,273205,3
weka.J48,pendigits,273207,10
weka.J48,pendigits,273211,10
weka.J48,pendigits,273214,7
weka.J48,pendigits,273215,6
weka.J48,pendigits,273220,6
weka.J48,pendigits,273223,7
weka.J48,pendigits,273227,2
weka.J48,pendigits,273230,3
weka.J48,pendigits,273233,7
weka.J48,pendigits,273236,10
weka.J48,pendigits,273237,8
weka.J48,pendigits,273241,9
weka.J48,pendigits,273244,7
weka.J48,pendigits,273247,5
weka.J48,pendigits,273250,9
weka.J48,pendigits,273251,10
weka.J48,pendigits,273255,10
weka.J48,pendigits,273256,7
weka.J48,pendigits,273260,8
weka.J48,pendigits,273261,6
weka.J48,pendigits,273265,9
weka.J48,pendigits,273270,5
weka.J48,pendigits,273272,4
weka.J48,pendigits,273274,5
weka.J48,pendigits,273277,6
weka.J48,pendigits,273278,3
weka.J48,pendigits,273280,4
weka.J48,pendigits,273281,9
weka.J48,pendigits,273284,3
weka.J48,pendigits,273285,3
weka.J48,pendigits,273287,4
weka.J48,pendigits,273288,7
weka.J48,pendigits,273291,10
weka.J48,pendigits,273292,10
weka.J48,pendigits,273296,4
weka.J48,pendigits,273297,9
weka.J48,pendigits,273298,9
weka.J48,pendigits,273299,10
weka.J48,pendigits,273300,6
weka.J48,pendigits,273301,5
weka.J48,pendigits,273303,7
weka.J48,pendigits,273305,9
weka.J48,pendigits,273307,4
weka.J48,pendigits,273312,3
weka.J48,pendigits,273314,6
weka.J48,pendigits,273315,10
weka.J48,pendigits,273320,6
weka.J48,pendigits,273321,10
weka.J48,pendigits,273324,8
weka.J48,pendigits,273327,6
weka.J48,pendigits,273329,4
weka.J48,pendigits,273330,4
weka.J48,pendigits,273334,8
weka.J48,pendigits,273338,8
weka.J48,pendigits,273339,6
weka.J48,pendigits,273341,4
weka.J48,pendigits,273343,7
weka.J48,pendigits,273344,3
weka.J48,pendigits,273346,2
weka.J48,pendigits,273347,7
weka.J48,pendigits,273348,3
weka.J48,pendigits,273349,8
weka.J48,pendigits,273351,10
weka.J48,pendigits,273357,6
weka.J48,pendigits,273358,8
weka.J48,pendigits,273359,2
weka.J48,pendigits,273360,7
weka.J48,pendigits,273361,4
weka.J48,pendigits,273362,2
weka.J48,pendigits,273363,9
weka.J48,pendigits,273365,4
weka.J48,pendigits,273366,9
weka.J48,pendigits,273368,6
weka.J48,pendigits,273371,10
weka.J48,pendigits,273374,4
