% Query:
% SELECT d.name, li.name, ev2.evalue as build_CPU, ev3.evalue as build_mem, ev.evalue as run_CPU, ev4.evalue as run_mem, ev1.evalue as pred_acc
% FROM
% dataset d,
% experiment e,
% learner_application la,
% learner_implementation li,
% evaluation ev,
% evaluation ev1,
% evaluation ev2,
% evaluation ev3,
% evaluation ev4
% WHERE d.did = 6 and
% d.did = e.did and la.laid = e.laid and la.liid = li.liid and
% e.eid = ev.eid and ev2.eid = e.eid and ev3.eid = e.eid and ev4.eid = e.eid and ev2.emiid = 1 and ev3.emiid = 2 and ev4.emiid = 4 and ev.emiid = 3 and ev1.emiid = 6 and e.eid = ev1.eid

@relation query

@attribute name {letter}
@attribute alg_name {weka.DecisionTable,weka.NNge,weka.DecisionStump,weka.SMO,weka.MultilayerPerceptron,weka.MultiBoostAB,weka.ConjunctiveRule,weka.Stacking,weka.J48,weka.Decorate,weka.PART,weka.ZeroR,weka.BayesNet,weka.SimpleLogistic,weka.Logistic,weka.StackingC,weka.AttributeSelectedClassifier,weka.MultiClassClassifier,weka.NaiveBayes,weka.FilteredClassifier,weka.MultiScheme,weka.NaiveBayesUpdateable,weka.Vote,weka.HyperPipes,weka.NBTree,weka.CVParameterSelection,weka.ClassificationViaRegression,weka.LogitBoost,weka.Bagging,weka.IBk,weka.NaiveBayesSimple,weka.IB1,weka.OneR,weka.VFI,weka.RacedIncrementalLogitBoost,weka.LWL,weka.RandomForest,weka.RandomTree,weka.REPTree,weka.JRip,weka.AdaBoostM1,weka.RandomCommittee,weka.OrdinalClassClassifier,weka.LMT}
@attribute build_CPU numeric
@attribute build_mem numeric
@attribute run_CPU numeric
@attribute run_mem numeric
@attribute pred_acc numeric

@data
letter,weka.RandomForest,5.7,1.14368e+08,147,4.12604e+08,0.887
letter,weka.RandomForest,4.18,9.43043e+07,152,3.599e+08,0.88955
letter,weka.RandomForest,5.65,1.15124e+08,172,3.61028e+08,0.89215
letter,weka.RandomForest,5.1,1.13982e+08,143,3.74548e+08,0.88905
letter,weka.RandomForest,4.9,1.14691e+08,139,3.54624e+08,0.8847
letter,weka.RandomForest,5.87,1.19947e+08,134,3.58856e+08,0.88845
letter,weka.RandomForest,4.52,1.11337e+08,141,4.06512e+08,0.8898
letter,weka.RandomForest,5.59,1.03215e+08,134,3.66924e+08,0.8893
letter,weka.RandomForest,5.28,1.1547e+08,156,3.882e+08,0.8891
letter,weka.RandomForest,5.57,1.17235e+08,168,3.59408e+08,0.89135
letter,weka.RandomForest,4.56,1.16921e+08,145,3.66404e+08,0.887
letter,weka.RandomForest,6.1,1.13389e+08,151,3.61472e+08,0.89005
letter,weka.RandomForest,6.11,1.15885e+08,159,4.05164e+08,0.88835
letter,weka.RandomForest,5.24,1.10771e+08,154,4.1582e+08,0.88695
letter,weka.RandomForest,6.9,1.0109e+08,161,3.71524e+08,0.88835
letter,weka.RandomForest,5.5,1.16428e+08,129,3.6012e+08,0.88865
letter,weka.RandomForest,5.49,1.16106e+08,124,3.58872e+08,0.88855
letter,weka.RandomForest,12.34,1.9359e+08,226,7.44308e+08,0.9485
letter,weka.RandomForest,12.87,1.94119e+08,242,7.967e+08,0.94495
letter,weka.RandomForest,13.33,1.94237e+08,254,8.25472e+08,0.95115
letter,weka.RandomForest,15.8,1.83651e+08,283,8.76752e+08,0.94545
letter,weka.RandomForest,16.99,1.97895e+08,256,6.60476e+08,0.9491
letter,weka.RandomForest,13.57,1.96953e+08,247,8.662e+08,0.9478
letter,weka.RandomForest,16.41,1.93002e+08,366,8.60664e+08,0.94605
letter,weka.RandomForest,16.63,1.90933e+08,336,9.02784e+08,0.94665
letter,weka.RandomForest,15.29,2.04079e+08,255,8.03092e+08,0.9477
letter,weka.RandomForest,12.58,1.79093e+08,260,8.27144e+08,0.94945
letter,weka.RandomForest,13.84,1.96403e+08,247,8.51104e+08,0.9444
letter,weka.RandomForest,13.3,1.8134e+08,248,7.87252e+08,0.94815
letter,weka.RandomForest,15.89,1.92789e+08,279,7.32836e+08,0.94925
letter,weka.RandomForest,16.34,1.88492e+08,283,6.47248e+08,0.94775
letter,weka.RandomForest,15.96,1.88092e+08,329,9.2904e+08,0.9471
letter,weka.RandomForest,14.27,2.03499e+08,233,7.35e+08,0.9466
letter,weka.RandomForest,13.91,1.8406e+08,248,8.74144e+08,0.94675
letter,weka.RandomForest,13.4,1.97488e+08,238,5.84412e+08,0.9473
letter,weka.RandomForest,14.12,1.95529e+08,235,6.4438e+08,0.9469
letter,weka.RandomForest,13.18,1.93922e+08,241,8.38944e+08,0.94675
letter,weka.RandomForest,37.24,3.10373e+08,518,9.2746e+08,0.96205
letter,weka.RandomForest,34.96,3.07121e+08,535,9.5204e+08,0.9601
letter,weka.RandomForest,37.8,3.07671e+08,523,9.39552e+08,0.96225
letter,weka.RandomForest,41.42,3.07154e+08,576,9.46624e+08,0.962
letter,weka.RandomForest,37.8,3.0759e+08,532,9.53284e+08,0.9624
letter,weka.RandomForest,39.5,2.97053e+08,534,9.4502e+08,0.9617
letter,weka.RandomForest,43.22,3.00519e+08,601,9.2636e+08,0.96165
letter,weka.RandomForest,36.4,3.04363e+08,498,9.53068e+08,0.96095
letter,weka.RandomForest,34.88,3.0384e+08,499,9.48776e+08,0.9634
letter,weka.RandomForest,35.91,3.10202e+08,520,9.3788e+08,0.96135
letter,weka.RandomForest,36.59,3.08163e+08,506,9.274e+08,0.96065
letter,weka.RandomForest,34.3,3.11486e+08,461,9.50048e+08,0.962
letter,weka.RandomForest,43.7,3.06509e+08,583,9.54948e+08,0.96295
letter,weka.RandomForest,36.2,3.11048e+08,544,9.37124e+08,0.96095
letter,weka.RandomForest,36.7,3.05298e+08,517,9.2872e+08,0.96065
letter,weka.RandomForest,34.59,3.06278e+08,537,9.36188e+08,0.96065
letter,weka.RandomForest,38.7,3.06789e+08,513,9.48984e+08,0.95865
letter,weka.RandomForest,39.17,3.15101e+08,553,9.51252e+08,0.96115
letter,weka.RandomForest,43.16,3.04842e+08,582,9.22008e+08,0.96065
letter,weka.RandomForest,35.55,3.08118e+08,504,9.44712e+08,0.9613
letter,weka.RandomTree,2.38,9.51082e+07,300,3.9608e+08,0.7488
letter,weka.RandomTree,2.67,8.97237e+07,287,4.07368e+08,0.75105
letter,weka.RandomTree,2.41,9.45328e+07,270,4.27876e+08,0.74155
letter,weka.RandomTree,2.61,9.27201e+07,264,4.02032e+08,0.754
letter,weka.RandomTree,2.67,9.22886e+07,309,4.08476e+08,0.75395
letter,weka.RandomTree,2.27,9.16001e+07,230,3.97036e+08,0.758
letter,weka.RandomTree,2.75,8.9435e+07,263,4.15432e+08,0.75145
letter,weka.RandomTree,2.9,9.23516e+07,298,4.12424e+08,0.7516
letter,weka.RandomTree,2.56,9.78827e+07,318,4.10544e+08,0.75215
letter,weka.RandomTree,2.25,9.92635e+07,310,4.4694e+08,0.74675
letter,weka.RandomTree,2.24,9.26366e+07,256,4.03672e+08,0.75765
letter,weka.RandomTree,2.7,9.62473e+07,291,3.9412e+08,0.7527
letter,weka.RandomTree,2.58,9.18601e+07,225,4.36956e+08,0.74465
letter,weka.RandomTree,2.9,9.54013e+07,197,4.03156e+08,0.75155
letter,weka.RandomTree,2.72,9.1866e+07,311,4.1302e+08,0.75055
letter,weka.RandomTree,2.5,9.26414e+07,259,3.97056e+08,0.74735
letter,weka.RandomTree,2.68,9.75992e+07,270,4.47276e+08,0.7488
letter,weka.RandomTree,3.14,9.9749e+07,346,3.9854e+08,0.75225
letter,weka.RandomTree,2.56,1.00206e+08,265,3.95484e+08,0.7542
letter,weka.RandomTree,2.62,9.63093e+07,307,4.05916e+08,0.75035
letter,weka.REPTree,3.48,3.28453e+07,134,2.9166e+08,0.84505
letter,weka.REPTree,3.72,3.36151e+07,130,3.028e+08,0.84285
letter,weka.REPTree,3.92,3.23491e+07,133,2.96552e+08,0.84405
letter,weka.REPTree,3.8,3.35659e+07,109,2.77792e+08,0.8422
letter,weka.REPTree,3.21,3.28085e+07,141,2.9946e+08,0.84165
letter,weka.REPTree,2.55,3.13238e+07,123,2.67768e+08,0.84085
letter,weka.REPTree,2.56,3.30599e+07,125,2.77632e+08,0.84265
letter,weka.REPTree,2.86,3.22629e+07,107,2.28404e+08,0.8412
letter,weka.REPTree,2.58,3.36266e+07,138,3.33256e+08,0.84235
letter,weka.REPTree,2.98,3.30851e+07,130,2.6842e+08,0.8424
letter,weka.REPTree,3.21,3.13147e+07,113,2.32092e+08,0.84685
letter,weka.REPTree,3.27,3.23994e+07,184,3.26236e+08,0.84505
letter,weka.REPTree,3.55,3.39725e+07,134,2.95296e+08,0.8404
letter,weka.REPTree,2.42,3.36791e+07,119,3.6534e+08,0.8402
letter,weka.REPTree,2.57,3.35228e+07,142,2.82612e+08,0.8414
letter,weka.REPTree,2.99,3.3508e+07,112,2.47128e+08,0.84195
letter,weka.REPTree,3.7,3.21571e+07,127,3.45708e+08,0.8399
letter,weka.REPTree,3.15,3.12558e+07,126,2.5148e+08,0.84135
letter,weka.REPTree,3.68,3.22923e+07,160,2.93784e+08,0.84275
letter,weka.REPTree,3.21,3.07691e+07,160,3.48856e+08,0.84155
letter,weka.JRip,358.59,4.37305e+08,3828,9.49728e+08,0.86205
letter,weka.JRip,349.17,4.30928e+08,4064,9.87836e+08,0.864
letter,weka.JRip,308.94,4.29566e+08,4086,9.2426e+08,0.86055
letter,weka.JRip,361.67,4.60504e+08,3970,9.61232e+08,0.8574
letter,weka.JRip,357.31,4.82322e+08,4058,9.94876e+08,0.8629
letter,weka.JRip,293.2,4.50849e+08,3457,9.59648e+08,0.85835
letter,weka.JRip,375.99,4.82783e+08,4409,9.63808e+08,0.85945
letter,weka.JRip,374.37,4.19684e+08,4361,9.90784e+08,0.8639
letter,weka.JRip,319.7,4.10001e+08,3731,9.731e+08,0.859
letter,weka.JRip,302.6,4.1921e+08,3734,9.61148e+08,0.86105
letter,weka.JRip,316.51,4.07714e+08,4119,9.5426e+08,0.861
letter,weka.JRip,320.46,4.13369e+08,4004,9.2202e+08,0.8587
letter,weka.JRip,345.67,4.874e+08,4171,9.754e+08,0.8605
letter,weka.JRip,433.6,5.02516e+08,4271,9.77892e+08,0.8616
letter,weka.JRip,261.3,4.17136e+08,3550,9.31772e+08,0.86435
letter,weka.JRip,314.75,4.43706e+08,3733,9.25016e+08,0.86345
letter,weka.JRip,342.38,4.24271e+08,3789,9.54796e+08,0.86325
letter,weka.JRip,320.56,4.02439e+08,4251,9.37928e+08,0.86135
letter,weka.JRip,355.42,4.06364e+08,4062,9.63968e+08,0.8629
letter,weka.JRip,384.76,4.49138e+08,4256,9.3206e+08,0.8613
letter,weka.AdaBoostM1,0.91,586512,106,2.4766e+08,0.0709
letter,weka.AdaBoostM1,0.92,586512,112,3.06016e+08,0.0709
letter,weka.AdaBoostM1,1.8,592480,96,2.19552e+08,0.0709
letter,weka.AdaBoostM1,1.15,583768,125,2.48904e+08,0.0709
letter,weka.AdaBoostM1,1.11,578656,97,2.78652e+08,0.0709
letter,weka.AdaBoostM1,1.32,591928,124,2.38768e+08,0.0709
letter,weka.AdaBoostM1,1.5,587632,109,2.58152e+08,0.0709
letter,weka.AdaBoostM1,1.1,573504,104,3.61648e+08,0.0709
letter,weka.AdaBoostM1,0.97,566992,102,3.11948e+08,0.0709
letter,weka.AdaBoostM1,0.94,586512,116,2.86284e+08,0.0709
letter,weka.AdaBoostM1,1.1,569120,96,1.58216e+08,0.0709
letter,weka.AdaBoostM1,0.95,564968,97,2.60512e+08,0.0709
letter,weka.AdaBoostM1,1.4,569248,99,2.099e+08,0.0709
letter,weka.AdaBoostM1,1,587216,94,2.73556e+08,0.0709
letter,weka.AdaBoostM1,1.2,586768,119,2.5098e+08,0.0709
letter,weka.AdaBoostM1,0.97,560840,89,3.60312e+08,0.0709
letter,weka.AdaBoostM1,0.97,572624,108,2.64656e+08,0.0709
letter,weka.AdaBoostM1,1.8,573680,111,2.60248e+08,0.0709
letter,weka.AdaBoostM1,1,587920,118,2.17164e+08,0.0709
letter,weka.AdaBoostM1,1.14,582168,94,3.58892e+08,0.0709
letter,weka.RandomCommittee,12.81,2.71737e+08,17765,9.61876e+08,0.92545
letter,weka.RandomCommittee,12.83,2.77757e+08,15335,9.55748e+08,0.92435
letter,weka.RandomCommittee,13.18,2.87317e+08,19084,9.66044e+08,0.9198
letter,weka.RandomCommittee,12.19,2.86559e+08,19120,9.61216e+08,0.919
letter,weka.RandomCommittee,12.73,2.77498e+08,17157,9.6414e+08,0.9196
letter,weka.RandomCommittee,13.8,2.6415e+08,19511,9.39344e+08,0.9224
letter,weka.RandomCommittee,12.93,2.85446e+08,17342,9.61724e+08,0.92155
letter,weka.RandomCommittee,12.15,2.90709e+08,24133,9.6268e+08,0.92235
letter,weka.RandomCommittee,13.28,2.62916e+08,20923,9.59648e+08,0.91945
letter,weka.RandomCommittee,13.1,2.79389e+08,17356,9.54716e+08,0.92205
letter,weka.RandomCommittee,11.76,2.74368e+08,14328,9.55812e+08,0.91715
letter,weka.RandomCommittee,14.68,2.82755e+08,17237,9.58308e+08,0.9203
letter,weka.RandomCommittee,12.32,2.7962e+08,20339,9.64264e+08,0.92315
letter,weka.RandomCommittee,13.9,2.75861e+08,15862,9.61612e+08,0.92225
letter,weka.RandomCommittee,14.6,2.89953e+08,20150,9.577e+08,0.9205
letter,weka.RandomCommittee,16.3,2.83904e+08,24164,9.65336e+08,0.921
letter,weka.RandomCommittee,13.46,2.88809e+08,20876,9.66004e+08,0.92175
letter,weka.RandomCommittee,14.26,2.81389e+08,21142,9.68128e+08,0.9181
letter,weka.RandomCommittee,16.62,2.80218e+08,17997,9.62456e+08,0.9198
letter,weka.RandomCommittee,12.75,2.79463e+08,16462,9.54048e+08,0.9225
letter,weka.J48,4.67,9.47992e+06,149,2.40956e+08,0.8295
letter,weka.J48,5.11,1.02872e+07,159,2.55524e+08,0.83245
letter,weka.J48,5.84,6.1358e+06,155,3.04688e+08,0.82585
letter,weka.J48,6.82,2.44184e+07,172,3.28688e+08,0.8645
letter,weka.J48,3.81,2.79594e+06,119,2.85112e+08,0.78185
letter,weka.J48,4.3,926824,143,2.51368e+08,0.77255
letter,weka.J48,6.86,1.81218e+06,169,2.95768e+08,0.81205
letter,weka.J48,4.2,1.18765e+07,164,1.42584e+08,0.81805
letter,weka.J48,8.2,3.66243e+06,169,2.92228e+08,0.8383
letter,weka.J48,5.42,4.78248e+06,158,3.68556e+08,0.7902
letter,weka.J48,6.8,2.43585e+07,178,2.67568e+08,0.8647
letter,weka.J48,4.1,1.07838e+06,157,3.21148e+08,0.79195
letter,weka.J48,6.22,1.25808e+07,155,2.96852e+08,0.84005
letter,weka.J48,5.89,4.15935e+06,179,2.46684e+08,0.85875
letter,weka.J48,4.2,3.63994e+06,121,2.68044e+08,0.79135
letter,weka.J48,5.48,4.46685e+06,176,2.61872e+08,0.84005
letter,weka.J48,5.77,2.00877e+06,151,3.03024e+08,0.8642
letter,weka.J48,5.87,2.14404e+07,162,2.77424e+08,0.8582
letter,weka.J48,5.33,2.6182e+07,174,2.84312e+08,0.792
letter,weka.J48,4,1.15259e+06,133,2.64e+08,0.79865
letter,weka.J48,3.91,3.87635e+06,147,2.9162e+08,0.80915
letter,weka.J48,5.64,8.52128e+06,173,2.6276e+08,0.8288
letter,weka.J48,7.36,3.38992e+07,195,3.35504e+08,0.85985
letter,weka.J48,5.4,1.81291e+06,173,2.75616e+08,0.8521
letter,weka.J48,4.38,4.66934e+06,180,2.96972e+08,0.82135
letter,weka.J48,7.42,2.8066e+07,210,2.6816e+08,0.8459
letter,weka.J48,5.62,1.58758e+06,153,3.08524e+08,0.84035
letter,weka.J48,3.98,3.73578e+06,166,2.6152e+08,0.79635
letter,weka.J48,4.59,3.07706e+06,137,3.181e+08,0.80795
letter,weka.J48,6.2,1.49831e+07,175,2.95792e+08,0.84545
letter,weka.J48,5.83,9.1533e+06,169,3.58772e+08,0.8099
letter,weka.J48,5.36,1.49977e+07,163,2.90832e+08,0.84545
letter,weka.J48,5.47,2.85847e+06,160,2.82116e+08,0.77805
letter,weka.J48,5.65,9.21872e+06,142,3.67272e+08,0.795
letter,weka.J48,7.7,2.81868e+07,194,3.68644e+08,0.84605
letter,weka.J48,4.42,5.68738e+06,198,1.85788e+08,0.794
letter,weka.J48,3.86,4.5904e+06,142,1.88416e+08,0.79635
letter,weka.J48,5.48,1.97585e+06,187,2.47156e+08,0.79785
letter,weka.J48,4.5,1.71555e+06,121,2.45412e+08,0.82935
letter,weka.J48,5.21,1.68286e+06,158,2.22944e+08,0.81715
letter,weka.J48,3.74,653144,135,3.61996e+08,0.76855
letter,weka.J48,8.45,4.33094e+07,226,3.35552e+08,0.8656
letter,weka.J48,6.22,1.37314e+07,178,2.53204e+08,0.84005
letter,weka.J48,5.2,1.31406e+07,197,3.41284e+08,0.8404
letter,weka.J48,5.25,1.12527e+07,166,2.98344e+08,0.8368
letter,weka.J48,6.87,2.51082e+07,205,3.6766e+08,0.87945
letter,weka.J48,3.72,1.82752e+06,139,2.86264e+08,0.7784
letter,weka.J48,6.96,2.77781e+07,191,3.06092e+08,0.8324
letter,weka.J48,6.68,2.81331e+07,188,3.04796e+08,0.8459
letter,weka.J48,5.17,8.23938e+06,139,3.1036e+08,0.80075
letter,weka.J48,4.89,9.82448e+06,164,2.71672e+08,0.83245
letter,weka.J48,6.21,1.86902e+07,180,2.53504e+08,0.8521
letter,weka.J48,7.12,2.95573e+07,178,2.40676e+08,0.87165
letter,weka.J48,4.37,5.47732e+06,139,2.6808e+08,0.7941
letter,weka.J48,4.61,4.84754e+06,157,2.5702e+08,0.81665
letter,weka.J48,4.99,4.70174e+06,144,2.95872e+08,0.81275
letter,weka.J48,6.52,2.84574e+07,234,3.6152e+08,0.84015
letter,weka.J48,6.78,1.54929e+07,159,3.0416e+08,0.80745
letter,weka.J48,7.42,2.46199e+07,187,3.62844e+08,0.83475
letter,weka.J48,3.82,3.7157e+06,137,2.51728e+08,0.78745
letter,weka.J48,6.57,2.95762e+07,219,3.63712e+08,0.87165
letter,weka.J48,4.46,1.46348e+07,162,2.55848e+08,0.8185
letter,weka.J48,3.81,4.69814e+06,138,2.49072e+08,0.7955
letter,weka.J48,5.82,2.81071e+07,236,3.64068e+08,0.80965
letter,weka.J48,4.77,2.04891e+06,225,3.72752e+08,0.79785
letter,weka.J48,6.17,2.39477e+07,155,2.43552e+08,0.83275
letter,weka.J48,6.6,1.16477e+07,210,2.67964e+08,0.8368
letter,weka.J48,4.95,7.3381e+06,137,2.35744e+08,0.80475
letter,weka.J48,4.82,1.12374e+06,145,2.25128e+08,0.79175
letter,weka.J48,5.44,2.78032e+07,164,2.45536e+08,0.80825
letter,weka.J48,6.12,6.61226e+06,178,3.45196e+08,0.8262
letter,weka.J48,4.6,6.55118e+06,167,2.46588e+08,0.7991
letter,weka.J48,6.49,2.45488e+07,197,2.53496e+08,0.865
letter,weka.J48,4.43,1.18954e+06,162,2.71056e+08,0.8016
letter,weka.J48,4.92,4.84227e+06,179,3.6168e+08,0.81585
letter,weka.J48,6.93,2.14744e+07,229,3.61736e+08,0.85875
letter,weka.J48,6.9,2.79409e+07,206,2.99884e+08,0.8025
letter,weka.J48,4.97,3.00268e+06,137,3.01312e+08,0.7725
letter,weka.J48,5.72,2.61187e+07,194,2.97776e+08,0.792
letter,weka.J48,8.42,5.94554e+07,200,3.57272e+08,0.87255
letter,weka.J48,4.84,1.31225e+07,137,2.19188e+08,0.84005
letter,weka.J48,5.57,1.03541e+07,208,3.15744e+08,0.83245
letter,weka.J48,6.28,2.62219e+07,219,2.88004e+08,0.792
letter,weka.J48,7.16,2.84562e+07,223,3.07488e+08,0.8398
letter,weka.J48,6.63,2.81346e+07,165,2.85152e+08,0.8295
letter,weka.J48,3.94,2.77418e+06,131,2.86468e+08,0.77805
letter,weka.J48,6.72,2.10501e+07,188,3.61848e+08,0.85875
letter,weka.J48,7.48,1.85094e+06,158,2.46636e+08,0.8197
letter,weka.J48,4.52,3.68786e+06,126,1.41316e+08,0.7841
letter,weka.J48,5.85,2.8221e+07,189,3.12356e+08,0.8295
letter,weka.J48,5.39,1.92325e+07,139,2.2392e+08,0.83345
letter,weka.J48,5.32,4.42999e+06,238,3.61692e+08,0.83245
letter,weka.J48,8.63,2.46179e+07,220,2.72068e+08,0.83625
letter,weka.J48,5.21,1.4496e+06,236,3.5578e+08,0.8262
letter,weka.J48,6.8,2.61992e+07,179,3.141e+08,0.8459
letter,weka.J48,4.64,1.02666e+06,163,3.0762e+08,0.77565
letter,weka.J48,5.52,4.49545e+06,192,3.19388e+08,0.8262
letter,weka.J48,5.27,2.70893e+06,163,2.407e+08,0.84625
letter,weka.J48,6.48,2.85752e+07,168,2.81708e+08,0.8596
letter,weka.J48,6.54,2.73843e+06,181,3.00972e+08,0.83335
letter,weka.J48,5.5,2.9726e+06,190,2.8242e+08,0.80505
letter,weka.J48,4.81,1.08505e+06,172,2.35328e+08,0.7918
letter,weka.J48,8.38,3.10834e+07,220,3.2374e+08,0.87255
letter,weka.J48,9.85,2.61994e+07,241,3.66668e+08,0.84185
letter,weka.J48,7.6,4.3231e+07,224,3.13132e+08,0.8656
letter,weka.J48,5.76,4.33009e+06,198,2.71536e+08,0.80915
letter,weka.J48,8.15,2.19922e+07,228,3.6602e+08,0.85875
letter,weka.J48,4.79,1.9987e+06,179,2.7322e+08,0.8024
letter,weka.J48,6.51,2.96339e+07,227,3.6594e+08,0.87165
letter,weka.J48,4.38,3.65614e+06,132,2.36868e+08,0.7873
letter,weka.J48,7.4,3.3879e+07,241,3.6614e+08,0.85985
letter,weka.J48,5.95,2.83723e+07,226,3.62712e+08,0.83575
letter,weka.J48,4.65,2.76714e+06,143,2.51712e+08,0.77805
letter,weka.J48,5.99,7.99991e+06,191,2.57888e+08,0.8262
letter,weka.J48,5.76,4.85596e+06,190,2.87212e+08,0.81665
letter,weka.J48,4.86,9.33412e+06,140,1.97288e+08,0.8046
letter,weka.J48,4.64,4.05857e+06,158,3.18204e+08,0.81275
letter,weka.J48,6.4,2.62645e+07,174,2.5912e+08,0.84185
letter,weka.J48,3.97,3.82938e+06,129,2.46552e+08,0.78685
letter,weka.J48,5.58,1.22199e+07,148,2.6788e+08,0.8368
letter,weka.J48,5.27,2.76113e+07,195,3.00604e+08,0.8211
letter,weka.J48,4.54,1.00852e+07,160,2.658e+08,0.8126
letter,weka.J48,6.72,2.81489e+07,188,2.74964e+08,0.835
letter,weka.J48,7.84,3.63306e+06,205,3.63104e+08,0.8228
letter,weka.J48,5.74,9.37997e+06,178,2.39892e+08,0.83055
letter,weka.J48,5.81,2.79712e+07,152,3.07628e+08,0.8167
letter,weka.J48,5.52,6.55284e+06,155,2.51704e+08,0.78665
letter,weka.J48,3.42,4.64979e+06,132,2.1976e+08,0.79635
letter,weka.J48,5.9,2.68176e+07,218,3.62764e+08,0.7983
letter,weka.J48,4.35,3.88677e+06,214,3.04132e+08,0.8125
letter,weka.J48,4.99,2.08998e+06,137,1.9642e+08,0.7667
letter,weka.J48,5.34,2.88255e+07,176,3.4568e+08,0.8363
letter,weka.J48,5.87,2.77175e+07,176,3.48808e+08,0.8324
letter,weka.J48,3.55,646280,136,2.89428e+08,0.76855
letter,weka.J48,4.51,2.81391e+06,162,2.87028e+08,0.79195
letter,weka.J48,5.16,2.67958e+07,186,2.97732e+08,0.7983
letter,weka.J48,5.6,1.27786e+07,160,2.68288e+08,0.814
letter,weka.J48,7.12,1.76517e+07,164,2.8684e+08,0.85115
letter,weka.J48,5.25,1.29594e+06,179,2.84636e+08,0.79695
letter,weka.J48,5.38,2.79587e+07,166,2.96568e+08,0.83235
letter,weka.J48,5.26,1.30769e+07,159,3.61748e+08,0.83865
letter,weka.J48,7.53,2.43531e+07,176,2.83388e+08,0.8197
letter,weka.J48,5.53,4.7825e+06,201,3.05088e+08,0.80525
letter,weka.J48,5.64,2.83204e+07,202,3.08728e+08,0.8295
letter,weka.J48,4.68,1.66137e+07,155,2.98648e+08,0.82935
letter,weka.J48,2.74,517272,156,2.99224e+08,0.74475
letter,weka.J48,5.54,1.13394e+06,154,2.86948e+08,0.79195
letter,weka.J48,5.57,5.89492e+06,166,2.62648e+08,0.81665
letter,weka.J48,4.76,7.56728e+06,181,2.79068e+08,0.8262
letter,weka.J48,3.21,949152,126,2.40728e+08,0.77595
letter,weka.J48,7.4,2.94402e+07,211,3.62384e+08,0.8794
letter,weka.J48,3.29,2.74734e+06,145,2.40988e+08,0.78555
letter,weka.J48,4.12,958904,127,2.06936e+08,0.77315
letter,weka.J48,4.67,3.71121e+06,150,2.53564e+08,0.77425
letter,weka.J48,4.58,1.18513e+07,148,2.92868e+08,0.816
letter,weka.J48,6.61,2.76875e+07,171,2.56356e+08,0.82605
letter,weka.J48,5.3,1.5009e+07,155,2.87296e+08,0.84615
letter,weka.J48,8.19,2.53301e+07,216,3.62392e+08,0.8794
letter,weka.J48,4.42,2.93743e+06,142,2.78204e+08,0.80525
letter,weka.J48,5.38,2.82837e+07,168,2.73376e+08,0.8313
letter,weka.J48,6.92,2.80967e+07,181,2.6124e+08,0.85385
letter,weka.J48,4.94,1.08914e+06,179,2.29372e+08,0.79175
letter,weka.J48,7.6,2.43942e+07,196,3.38004e+08,0.8645
letter,weka.J48,4.7,1.27709e+06,181,2.9058e+08,0.80525
letter,weka.J48,5.52,1.03437e+07,143,2.6654e+08,0.80925
letter,weka.J48,4.22,2.0133e+06,141,2.69064e+08,0.8024
letter,weka.J48,4.95,6.20902e+06,133,1.5462e+08,0.82135
letter,weka.J48,5.21,1.83624e+07,154,2.72812e+08,0.8195
letter,weka.J48,4.53,3.15346e+06,141,3.03224e+08,0.809
letter,weka.J48,4.31,4.1164e+06,140,2.76532e+08,0.81275
letter,weka.J48,6.35,2.84011e+07,174,2.7676e+08,0.8596
letter,weka.J48,4.56,6.69518e+06,152,2.50916e+08,0.82125
letter,weka.J48,5.32,2.76399e+07,183,3.19388e+08,0.8167
letter,weka.J48,4.69,3.17204e+06,141,1.38476e+08,0.78185
letter,weka.J48,5.89,8.5331e+06,161,2.9706e+08,0.8295
letter,weka.J48,6.9,1.54522e+07,154,2.74732e+08,0.81745
letter,weka.J48,6.13,2.78062e+07,157,3.01816e+08,0.8324
letter,weka.J48,7.44,2.47667e+07,198,3.3346e+08,0.8706
letter,weka.J48,4.64,2.01544e+06,161,3.37816e+08,0.79785
letter,weka.J48,5.47,5.70742e+06,156,2.3612e+08,0.82035
letter,weka.J48,7.11,2.50145e+07,198,3.5916e+08,0.87165
letter,weka.J48,5.9,2.75611e+06,185,2.7638e+08,0.7795
letter,weka.J48,5.83,8.52687e+06,157,2.94448e+08,0.83005
letter,weka.J48,3.33,4.02601e+06,124,2.38896e+08,0.79635
letter,weka.J48,5.2,1.18223e+07,140,3.07736e+08,0.816
letter,weka.J48,5.1,4.39402e+06,150,3.24336e+08,0.80915
letter,weka.J48,4.9,1.00412e+07,160,2.57436e+08,0.79865
letter,weka.J48,5.51,8.50356e+06,192,3.45152e+08,0.8295
letter,weka.J48,5.16,2.70654e+07,192,3.60856e+08,0.82605
letter,weka.J48,6.38,1.73046e+07,177,2.76828e+08,0.82165
letter,weka.J48,7.3,2.80732e+07,180,2.47116e+08,0.8459
letter,weka.J48,5.26,2.81025e+07,156,2.4046e+08,0.82945
letter,weka.J48,4.59,1.13014e+06,131,2.48096e+08,0.79065
letter,weka.J48,3.94,1.10346e+06,119,2.72364e+08,0.78325
letter,weka.J48,4.85,7.12854e+06,141,2.9058e+08,0.82135
letter,weka.J48,5.97,1.21795e+06,175,2.799e+08,0.80445
letter,weka.J48,5.97,6.90253e+06,172,2.8126e+08,0.8262
